"transferred_to_FWSpecies_date","transfer_notes","Valid_in_Gbif_refuge_YY_NN_","Found_in_FWSpecies_Y_N_","Category","Scientific_Name","rank","Origin","authority","TSN","accepted_tsn","accepted_latin","duplicate","usage","unaccept_reason","comments","vernacularName","dateFirstObserved","extirpated","inaturalistobs","arctosGUID","notes_distribution","notes_taxonomic","notes_biology","kingdom","division","phylum","class","Order","suborder","Family","subfamily","genus","evidence_URL"
"","","?Y","","","Exechia unimaculata","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239658"
"","","?Y","","","Exechiopsis sp. BOLD:ACI5770","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:238848"
"","","?Y","","","Exothecinae sp. BOLD:AAM7467","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239742"
"","","?Y","","","Fannia aethiops","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239492"
"","","?Y","","","Fannia brooksi","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:238853"
"","","?Y","","","Fannia ciliatissima","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240795"
"","","?Y","","","Fannia metallipennis","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239301"
"","","?Y","","","Fannia sp. BOLD:ABY7010","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240340"
"","","?Y","","","Fannia sp. cf. CNKOD598-14","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239304"
"","","?Y","","","Fannia sp. SlikokOtu1881","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239297"
"","","?Y","","","Fannia sp. SlikokOtu1956","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240075"
"","","?Y","","","Fannia sp. SlikokOtu735","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239298"
"","","?Y","","","Fannia sp. SlikokOtu974","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239299"
"","","?Y","","","Fannia sp. SSBAE218-13","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240076"
"","","?Y","","","Fannia sp. SSJAF3282-13","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240835"
"","","?Y","","","Fannia verrallii","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240605"
"","","?Y","","","Forcipata loca","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240441"
"","","?Y","","","Forcipomyia sp. BOLD:ACC8289","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240704"
"","","?Y","","","Fungi or Plantae","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/KNWR:Herb:10482"
"","","?Y","","","Gelis sp. BOLD:AAA6283","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:238768"
"","","?Y","","","Glyptotendipes cf. cauliginellus","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240502"
"","","?Y","","","Gymnophora subarcuata","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240000"
"","","?Y","","","Hebecnema nigra","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240197"
"","","?Y","","","Heleomyzidae sp. BOLD:AAG0465","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240480"
"","","?Y","","","Heleomyzidae sp. SlikokOtu1810","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:238628"
"","","?Y","","","Helictes borealis","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240026"
"","","?Y","","","Helina annosa","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240720"
"","","?Y","","","Helina evecta","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240797"
"","","?Y","","","Helina sp. SlikokOtu1781","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240341"
"","","?Y","","","Helina sp. SlikokOtu2328","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240719"
"","","?Y","","","Hemerobius conjunctus","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239893"
"","","?Y","","","Hemerobius humulinus","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239286"
"","","?Y","","","Hemerobius kokaneeanus","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239894"
"","","?Y","","","Hemerobius marginatus","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239494"
"","","?Y","","","Hemerobius ovalis","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239842"
"","","?Y","","","Hemerobius simulans","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240481"
"","","?Y","","","Hilara argentata","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239040"
"","","?Y","","","Hilara sp. BOLD:ACF7542","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240070"
"","","?Y","","","Hybotidae sp. BOLD:AAG6953","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240721"
"","","?Y","","","Hybotidae sp. BOLD:AAQ0820","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239184"
"","","?Y","","","Hybotidae sp. BOLD:ACC5973","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240874"
"","","?Y","","","Hybotidae sp. BOLD:ACX4896","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240126"
"","","?Y","","","Hybotidae sp. SlikokOtu1004","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240631"
"","","?Y","","","Hybotidae sp. SlikokOtu1216","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240722"
"","","?Y","","","Hybotidae sp. SlikokOtu2347","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240877"
"","","?Y","","","Hydrotaea militaris","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240079"
"","","?Y","","","Hydrotaea pilitibia","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240179"
"","","?Y","","","Hydrotaea sp. SlikokOtu1967","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240178"
"","","?Y","","","Hydrotaea spinifemorata","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240744"
"","","?Y","","","Hydrotaea unispinosa","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239667"
"","","?Y","","","Hymenoptera sp. SlikokOtu1992","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240529"
"","","?Y","","","Hypogymnia protea","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/KNWR:Herb:11867"
"","","?Y","","","Hypomma bituberculatum","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239046"
"","","?Y","","","Ichneumonidae sp. BOLD:ACX6606","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240319"
"","","?Y","","","Ichneumonidae sp. BOLD:ADF4363","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240273"
"","","?Y","","","Ichneumonidae sp. SlikokOtu1082","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:238769"
"","","?Y","","","Ichneumonidae sp. SlikokOtu1186","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240530"
"","","?Y","","","Ichneumonidae sp. SlikokOtu1550","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240820"
"","","?Y","","","Ichneumonidae sp. SlikokOtu1646","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240127"
"","","?Y","","","Ichneumonidae sp. SlikokOtu1766","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240128"
"","","?Y","","","Ichneumonidae sp. SlikokOtu254","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240723"
"","","?Y","","","Ichneumoninae sp. BOLD:ACA6944","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240606"
"","","?Y","","","Ichneumoninae sp. BOLD:ACM0987","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240751"
"","","?Y","","","Idiocerus elegans","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239043"
"","","?Y","","","Idiocerus sp. BOLD:ABZ6671","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:238617"
"","","?Y","","","Idiocerus sp. SlikokOtu1451","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240181"
"","","?Y","","","Idiocerus subnitens","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239044"
"","","?Y","","","Idiocerus xanthiops","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239588"
"","","?Y","","","Illinoia menziesiae","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239461"
"","","?Y","","","Insecta sp. SlikokOtu1354","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:238869"
"","","?Y","","","Insecta sp. SlikokOtu1479","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:238870"
"","","?Y","","","Insecta sp. SlikokOtu1701","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:238871"
"","","?Y","","","Insecta sp. SlikokOtu1836","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:238770"
"","","?Y","","","Insecta sp. SlikokOtu2103","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239103"
"","","?Y","","","Insecta sp. SlikokOtu291","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:238872"
"","","?Y","","","Insecta sp. SlikokOtu40","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:238873"
